Trial01
Date:,2017/07/11
Time:,16:52:01
Type:,
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,A,,,B,,,C,,,*1,,,*2
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1211,-344.072357,307.717285,980.688477,-345.296021,206.307449,978.654663,-272.810150,256.277039,980.190186,,,,,,
1212,-344.073212,307.718384,980.689392,-345.295319,206.308426,978.653809,-272.811157,256.277466,980.190735,,,,,,
1213,-344.074219,307.719452,980.690247,-345.294678,206.309494,978.653015,-272.812256,256.277954,980.191162,,,,,,
1214,-344.075378,307.720459,980.690979,-345.294128,206.310547,978.652344,-272.813446,256.278473,980.191406,,,,,,
1215,-344.076660,307.721466,980.691650,-345.293732,206.311554,978.651855,-272.814667,256.278961,980.191528,,,,,,
1216,-344.078064,307.722412,980.692322,-345.293457,206.312424,978.651611,-272.815918,256.279480,980.191589,,,,,,
1217,-344.079559,307.723358,980.692993,-345.293365,206.313065,978.651733,-272.817200,256.280060,980.191528,,,,,,
1218,-344.081085,307.724335,980.693604,-345.293427,206.313477,978.652100,-272.818481,256.280701,980.191406,,,,,,
1219,-344.082672,307.725403,980.694275,-345.293671,206.313705,978.652771,-272.819763,256.281494,980.191223,,,,,,
1220,-344.084229,307.726624,980.694885,-345.294098,206.313782,978.653687,-272.820984,256.282379,980.190979,,,,,,
1221,-344.085724,307.728027,980.695496,-345.294647,206.313736,978.654785,-272.822113,256.283386,980.190613,,,,,,
1222,-344.087128,307.729553,980.696106,-345.295288,206.313583,978.656067,-272.823120,256.284515,980.190125,,,,,,
1223,-344.088409,307.731232,980.696716,-345.296051,206.313324,978.657593,-272.824005,256.285797,980.189453,,,,,,
1224,-344.089569,307.732971,980.697327,-345.296875,206.313004,978.659180,-272.824768,256.287170,980.188660,,,,,,
1225,-344.090637,307.734711,980.697998,-345.297791,206.312729,978.660767,-272.825409,256.288696,980.187744,,,,,,
1226,-344.091553,307.736389,980.698730,-345.298737,206.312531,978.662354,-272.825928,256.290344,980.186707,,,,,,
1227,-344.092316,307.737976,980.699524,-345.299774,206.312500,978.663696,-272.826324,256.292023,980.185547,,,,,,
1228,-344.092926,307.739380,980.700439,-345.300812,206.312653,978.664795,-272.826630,256.293732,980.184387,,,,,,
1229,-344.093445,307.740540,980.701538,-345.301849,206.312988,978.665710,-272.826874,256.295410,980.183228,,,,,,
1230,-344.093842,307.741455,980.702759,-345.302826,206.313477,978.666382,-272.827026,256.296967,980.182190,,,,,,
1231,-344.094147,307.742126,980.704102,-345.303711,206.314056,978.666809,-272.827148,256.298309,980.181396,,,,,,
1232,-344.094421,307.742554,980.705444,-345.304413,206.314621,978.667175,-272.827179,256.299377,980.180725,,,,,,
1233,-344.094666,307.742798,980.706787,-345.304932,206.315109,978.667358,-272.827148,256.300079,980.180359,,,,,,
1234,-344.094940,307.742889,980.708069,-345.305237,206.315445,978.667419,-272.827057,256.300354,980.180176,,,,,,
1235,-344.095245,307.742859,980.709229,-345.305328,206.315643,978.667358,-272.826874,256.300232,980.180115,,,,,,
1236,-344.095612,307.742767,980.710327,-345.305206,206.315674,978.667236,-272.826630,256.299774,980.180176,,,,,,
1237,-344.096039,307.742676,980.711426,-345.304962,206.315536,978.667114,-272.826324,256.299042,980.180176,,,,,,
1238,-344.096497,307.742615,980.712463,-345.304688,206.315262,978.667053,-272.826050,256.298157,980.180115,,,,,,
1239,-344.096985,307.742584,980.713440,-345.304474,206.314850,978.667114,-272.825806,256.297180,980.179932,,,,,,
1240,-344.097534,307.742645,980.714417,-345.304382,206.314362,978.667297,-272.825745,256.296173,980.179504,,,,,,
1241,-344.098145,307.742798,980.715271,-345.304474,206.313858,978.667664,-272.825897,256.295197,980.178894,,,,,,
1242,-344.098816,307.743073,980.716064,-345.304871,206.313385,978.668091,-272.826263,256.294342,980.178040,,,,,,
1243,-344.099548,307.743469,980.716614,-345.305603,206.313049,978.668640,-272.826843,256.293610,980.177002,,,,,,
1244,-344.100403,307.744019,980.716980,-345.306702,206.312912,978.669128,-272.827576,256.292999,980.175842,,,,,,
1245,-344.101318,307.744720,980.717041,-345.308197,206.313019,978.669556,-272.828430,256.292480,980.174561,,,,,,
1246,-344.102325,307.745514,980.716919,-345.310089,206.313339,978.669861,-272.829346,256.292053,980.173218,,,,,,
1247,-344.103333,307.746460,980.716553,-345.312347,206.313766,978.670044,-272.830231,256.291748,980.171936,,,,,,
1248,-344.104279,307.747528,980.716187,-345.314850,206.314209,978.670166,-272.831055,256.291565,980.170776,,,,,,
1249,-344.105133,307.748718,980.715881,-345.317535,206.314621,978.670288,-272.831726,256.291565,980.169861,,,,,,
1250,-344.105743,307.750000,980.715820,-345.320313,206.315002,978.670593,-272.832184,256.291779,980.169189,,,,,,
1251,-344.105988,307.751343,980.716125,-345.322998,206.315353,978.671021,-272.832367,256.292084,980.168762,,,,,,
1252,-344.105774,307.752686,980.717041,-345.325500,206.315735,978.671753,-272.832184,256.292389,980.168640,,,,,,
1253,-344.104889,307.753937,980.718506,-345.327576,206.316147,978.672852,-272.831512,256.292664,980.168640,,,,,,
1254,-344.103180,307.755035,980.720703,-345.328979,206.316574,978.674438,-272.830139,256.292725,980.168762,,,,,,
1255,-344.100372,307.755981,980.723572,-345.329468,206.317001,978.676697,-272.827881,256.292603,980.168823,,,,,,
1256,-344.096222,307.756744,980.727234,-345.328705,206.317352,978.679749,-272.824493,256.292236,980.168518,,,,,,
1257,-344.090424,307.757324,980.731812,-345.326447,206.317627,978.683716,-272.819733,256.291687,980.167847,,,,,,
1258,-344.082703,307.757751,980.737366,-345.322357,206.317841,978.688843,-272.813324,256.290985,980.166382,,,,,,
1259,-344.072723,307.757935,980.744263,-345.316132,206.318054,978.695374,-272.804962,256.290222,980.164001,,,,,,
1260,-344.060211,307.757874,980.752502,-345.307434,206.318314,978.703491,-272.794342,256.289551,980.160522,,,,,,
1261,-344.044861,307.757538,980.762451,-345.296051,206.318680,978.713562,-272.781158,256.289001,980.155579,,,,,,
1262,-344.026459,307.756897,980.774109,-345.281738,206.319260,978.725586,-272.765076,256.288605,980.149048,,,,,,
1263,-344.004852,307.755859,980.787659,-345.264374,206.320206,978.739624,-272.745850,256.288422,980.140747,,,,,,
1264,-343.979980,307.754272,980.803101,-345.243988,206.321655,978.755676,-272.723328,256.288422,980.130554,,,,,,
1265,-343.951935,307.752075,980.820251,-345.220642,206.323700,978.773560,-272.697479,256.288544,980.118408,,,,,,
1266,-343.920837,307.749115,980.839111,-345.194458,206.326447,978.793274,-272.668335,256.288757,980.104431,,,,,,
1267,-343.887024,307.745331,980.859375,-345.165741,206.329910,978.814514,-272.636169,256.289032,980.088623,,,,,,
1268,-343.850891,307.740814,980.880798,-345.134705,206.334091,978.837280,-272.601227,256.289368,980.071167,,,,,,
1269,-343.812836,307.735657,980.903259,-345.101715,206.338989,978.861267,-272.563873,256.289703,980.052307,,,,,,
1270,-343.773254,307.730072,980.926453,-345.067078,206.344574,978.886230,-272.524475,256.290039,980.032227,,,,,,
1271,-343.732544,307.724182,980.950073,-345.031128,206.350861,978.912109,-272.483429,256.290375,980.011169,,,,,,
1272,-343.691101,307.718170,980.973938,-344.994141,206.357788,978.938538,-272.441101,256.290741,979.989319,,,,,,
1273,-343.649231,307.712158,980.998047,-344.956390,206.365326,978.965393,-272.397766,256.291199,979.966980,,,,,,
1274,-343.607086,307.706329,981.022156,-344.917999,206.373383,978.992432,-272.353729,256.291687,979.944214,,,,,,
1275,-343.564850,307.700775,981.046204,-344.879120,206.381943,979.019714,-272.309204,256.292206,979.921326,,,,,,
1276,-343.522552,307.695648,981.070251,-344.839722,206.390915,979.046936,-272.264343,256.292664,979.898254,,,,,,
1277,-343.480072,307.691071,981.094238,-344.799774,206.400223,979.074219,-272.219177,256.292969,979.875244,,,,,,
1278,-343.437347,307.687134,981.118286,-344.759094,206.409760,979.101501,-272.173737,256.293152,979.852173,,,,,,
1279,-343.394165,307.684052,981.142395,-344.717529,206.419388,979.128784,-272.128052,256.293152,979.829041,,,,,,
1280,-343.350311,307.681885,981.166809,-344.674866,206.428970,979.156311,-272.082031,256.292969,979.805786,,,,,,
1281,-343.305511,307.680725,981.191528,-344.630981,206.438400,979.184082,-272.035645,256.292603,979.782349,,,,,,
1282,-343.259552,307.680603,981.216858,-344.585663,206.447525,979.212280,-271.988770,256.292053,979.758484,,,,,,
1283,-343.212219,307.681458,981.242798,-344.538849,206.456268,979.241089,-271.941254,256.291382,979.734192,,,,,,
1284,-343.163239,307.683197,981.269653,-344.490417,206.464508,979.270569,-271.892975,256.290497,979.709290,,,,,,
1285,-343.112457,307.685760,981.297424,-344.440338,206.472153,979.300964,-271.843781,256.289459,979.683777,,,,,,
1286,-343.059753,307.689026,981.326294,-344.388519,206.479126,979.332397,-271.793488,256.288208,979.657471,,,,,,
1287,-343.004944,307.692932,981.356323,-344.334869,206.485352,979.364929,-271.742035,256.286682,979.630432,,,,,,
1288,-342.947906,307.697388,981.387634,-344.279388,206.490829,979.398621,-271.689240,256.284882,979.602478,,,,,,
1289,-342.888611,307.702209,981.420227,-344.221954,206.495529,979.433472,-271.635071,256.282837,979.573792,,,,,,
1290,-342.826996,307.707336,981.454163,-344.162659,206.499512,979.469360,-271.579437,256.280518,979.544189,,,,,,
1291,-342.763000,307.712708,981.489319,-344.101501,206.502762,979.506348,-271.522369,256.278046,979.513794,,,,,,
1292,-342.696655,307.718201,981.525757,-344.038513,206.505325,979.544312,-271.463806,256.275543,979.482605,,,,,,
1293,-342.627991,307.723663,981.563354,-343.973785,206.507202,979.583313,-271.403748,256.273102,979.450500,,,,,,
1294,-342.557068,307.728973,981.602173,-343.907349,206.508423,979.623352,-271.342072,256.270874,979.417603,,,,,,
1295,-342.484070,307.733917,981.642151,-343.839294,206.509018,979.664429,-271.278717,256.269012,979.383728,,,,,,
1296,-342.409119,307.738281,981.683228,-343.769592,206.508987,979.706604,-271.213531,256.267639,979.348999,,,,,,
1297,-342.332367,307.741882,981.725342,-343.698273,206.508301,979.750000,-271.146393,256.266846,979.313232,,,,,,
1298,-342.253906,307.744446,981.768616,-343.625336,206.506927,979.794617,-271.077087,256.266693,979.276489,,,,,,
1299,-342.173828,307.745819,981.813110,-343.550751,206.504776,979.840698,-271.005463,256.267151,979.238525,,,,,,
1300,-342.092102,307.745789,981.858887,-343.474365,206.501785,979.888489,-270.931366,256.268219,979.199280,,,,,,
1301,-342.008606,307.744293,981.906189,-343.396088,206.497910,979.938171,-270.854553,256.269867,979.158569,,,,,,
1302,-341.923218,307.741302,981.955078,-343.315765,206.493240,979.990051,-270.774933,256.272003,979.116333,,,,,,
1303,-341.835754,307.736877,982.005859,-343.233246,206.487930,980.044250,-270.692352,256.274536,979.072388,,,,,,
1304,-341.745972,307.731232,982.058533,-343.148376,206.482193,980.101013,-270.606659,256.277344,979.026672,,,,,,
1305,-341.653748,307.724731,982.113281,-343.061035,206.476273,980.160278,-270.517853,256.280304,978.979065,,,,,,
1306,-341.558929,307.717865,982.169922,-342.971069,206.470398,980.222046,-270.425964,256.283203,978.929626,,,,,,
1307,-341.461456,307.711151,982.228455,-342.878448,206.464859,980.286072,-270.331116,256.285797,978.878418,,,,,,
1308,-341.361359,307.705109,982.288635,-342.783142,206.459885,980.351990,-270.233521,256.287811,978.825439,,,,,,
1309,-341.258667,307.700226,982.350403,-342.685211,206.455688,980.419312,-270.133484,256.288940,978.770996,,,,,,
1310,-341.153534,307.696716,982.413391,-342.584778,206.452377,980.487732,-270.031342,256.288971,978.715210,,,,,,
1311,-341.046173,307.694702,982.477417,-342.482056,206.449921,980.556641,-269.927612,256.287811,978.658264,,,,,,
1312,-340.936798,307.694092,982.542114,-342.377319,206.448196,980.625732,-269.822693,256.285339,978.600525,,,,,,
1313,-340.825745,307.694641,982.607300,-342.270874,206.447067,980.694641,-269.717133,256.281616,978.541992,,,,,,
1314,-340.713409,307.695984,982.672546,-342.163055,206.446365,980.763062,-269.611298,256.276703,978.483032,,,,,,
1315,-340.600159,307.697693,982.737549,-342.054138,206.445862,980.830872,-269.505615,256.270813,978.423767,,,,,,
1316,-340.486328,307.699341,982.802124,-341.944427,206.445267,980.898010,-269.400330,256.264130,978.364258,,,,,,
1317,-340.372253,307.700531,982.866089,-341.834167,206.444366,980.964478,-269.295563,256.256989,978.304565,,,,,,
1318,-340.258179,307.700989,982.929382,-341.723511,206.443100,981.030334,-269.191254,256.249603,978.244812,,,,,,
1319,-340.144287,307.700531,982.992004,-341.612701,206.441452,981.095520,-269.087311,256.242157,978.184937,,,,,,
1320,-340.030640,307.699036,983.054077,-341.501831,206.439514,981.159912,-268.983490,256.234833,978.124939,,,,,,
1321,-339.917236,307.696533,983.115662,-341.390900,206.437378,981.223511,-268.879547,256.227753,978.064880,,,,,,
1322,-339.803955,307.693054,983.177002,-341.279816,206.435120,981.286316,-268.775177,256.220947,978.004578,,,,,,
1323,-339.690491,307.688751,983.238342,-341.168365,206.432846,981.348511,-268.670074,256.214508,977.944153,,,,,,
1324,-339.576508,307.683807,983.299866,-341.056274,206.430710,981.410217,-268.563995,256.208435,977.883423,,,,,,
1325,-339.461517,307.678436,983.361694,-340.943298,206.428864,981.471558,-268.456726,256.202759,977.822449,,,,,,
1326,-339.345093,307.672852,983.424011,-340.829193,206.427475,981.532654,-268.348175,256.197449,977.761047,,,,,,
1327,-339.226898,307.667297,983.486938,-340.713715,206.426575,981.593811,-268.238403,256.192505,977.699097,,,,,,
1328,-339.106659,307.661926,983.550537,-340.596710,206.426178,981.655090,-268.127502,256.187927,977.636536,,,,,,
1329,-338.984344,307.656921,983.614685,-340.478088,206.426239,981.716797,-268.015747,256.183777,977.573181,,,,,,
1330,-338.860016,307.652374,983.679382,-340.357788,206.426651,981.778931,-267.903290,256.180023,977.509033,,,,,,
1331,-338.733917,307.648285,983.744446,-340.235870,206.427338,981.841614,-267.790314,256.176727,977.443848,,,,,,
1332,-338.606293,307.644623,983.809753,-340.112457,206.428192,981.904785,-267.676910,256.173859,977.377625,,,,,,
1333,-338.477539,307.641327,983.875183,-339.987610,206.429153,981.968506,-267.563080,256.171326,977.310364,,,,,,
1334,-338.347870,307.638214,983.940613,-339.861420,206.430191,982.032654,-267.448853,256.169128,977.241882,,,,,,
1335,-338.217529,307.635223,984.006042,-339.734009,206.431259,982.097229,-267.334137,256.167145,977.172241,,,,,,
1336,-338.086578,307.632172,984.071350,-339.605469,206.432327,982.162231,-267.218842,256.165344,977.101318,,,,,,
1337,-337.955078,307.628998,984.136536,-339.475952,206.433319,982.227417,-267.102905,256.163696,977.029114,,,,,,
1338,-337.823029,307.625763,984.201538,-339.345581,206.434219,982.292847,-266.986206,256.162170,976.955566,,,,,,
1339,-337.690338,307.622498,984.266357,-339.214355,206.434967,982.358459,-266.868622,256.160675,976.880615,,,,,,
1340,-337.556732,307.619385,984.330933,-339.082275,206.435562,982.424377,-266.750061,256.159241,976.804199,,,,,,
1341,-337.421997,307.616638,984.395386,-338.949188,206.436035,982.490601,-266.630341,256.157837,976.726257,,,,,,
1342,-337.285706,307.614502,984.459778,-338.814911,206.436401,982.557312,-266.509399,256.156403,976.646912,,,,,,
1343,-337.147491,307.613098,984.524231,-338.679230,206.436737,982.624573,-266.387054,256.154968,976.566162,,,,,,
1344,-337.006927,307.612518,984.588928,-338.541809,206.437103,982.692566,-266.263184,256.153503,976.484009,,,,,,
1345,-336.863739,307.612762,984.654053,-338.402435,206.437531,982.761414,-266.137665,256.152008,976.400513,,,,,,
1346,-336.717651,307.613678,984.719604,-338.260712,206.437943,982.831360,-266.010284,256.150543,976.315613,,,,,,
1347,-336.568695,307.615021,984.785889,-338.116425,206.438202,982.902527,-265.880951,256.149078,976.229065,,,,,,
1348,-336.416870,307.616486,984.853027,-337.969360,206.438171,982.975098,-265.749573,256.147736,976.140869,,,,,,
1349,-336.262390,307.617737,984.921082,-337.819397,206.437683,983.049133,-265.616089,256.146484,976.050781,,,,,,
1350,-336.105408,307.618500,984.990234,-337.666504,206.436661,983.124573,-265.480438,256.145325,975.958740,,,,,,
1351,-335.946014,307.618591,985.060486,-337.510681,206.435104,983.201233,-265.342682,256.144196,975.864807,,,,,,
1352,-335.784271,307.617920,985.131897,-337.352051,206.433044,983.279053,-265.202942,256.143036,975.768982,,,,,,
1353,-335.620087,307.616547,985.204224,-337.190735,206.430664,983.357910,-265.061279,256.141846,975.671326,,,,,,
1354,-335.453400,307.614594,985.277527,-337.026978,206.428207,983.437561,-264.917816,256.140625,975.571960,,,,,,
1355,-335.284180,307.612335,985.351624,-336.860992,206.425949,983.517944,-264.772705,256.139496,975.470947,,,,,,
1356,-335.112457,307.610016,985.426331,-336.692963,206.424255,983.598694,-264.626129,256.138550,975.368408,,,,,,
1357,-334.938293,307.607880,985.501587,-336.523163,206.423416,983.679688,-264.478302,256.137939,975.264465,,,,,,
1358,-334.761871,307.606018,985.577271,-336.351776,206.423615,983.760742,-264.329437,256.137817,975.159180,,,,,,
1359,-334.583435,307.604584,985.653137,-336.179047,206.424957,983.841614,-264.179810,256.138184,975.052734,,,,,,
1360,-334.403381,307.603485,985.729187,-336.005249,206.427368,983.922241,-264.029602,256.139038,974.945374,,,,,,
1361,-334.222107,307.602722,985.805054,-335.830780,206.430679,984.002502,-263.879028,256.140259,974.837280,,,,,,
1362,-334.040070,307.602112,985.880676,-335.656036,206.434677,984.082336,-263.728363,256.141632,974.728638,,,,,,
1363,-333.857697,307.601593,985.955750,-335.481293,206.439072,984.161682,-263.577789,256.142975,974.619690,,,,,,
1364,-333.675354,307.601074,986.030212,-335.306824,206.443527,984.240479,-263.427429,256.144104,974.510620,,,,,,
1365,-333.493164,307.600677,986.103821,-335.132660,206.447723,984.318726,-263.277466,256.144745,974.401428,,,,,,
1366,-333.311249,307.600494,986.176453,-334.958832,206.451416,984.396606,-263.127991,256.144836,974.292236,,,,,,
1367,-333.129578,307.600616,986.248047,-334.785309,206.454468,984.474060,-262.979065,256.144226,974.183044,,,,,,
1368,-332.948120,307.601196,986.318726,-334.612091,206.456909,984.551147,-262.830750,256.142914,974.073975,,,,,,
1369,-332.766937,307.602295,986.388489,-334.439087,206.458801,984.627930,-262.683136,256.140839,973.964966,,,,,,
1370,-332.586029,307.603882,986.457520,-334.266205,206.460358,984.704346,-262.536194,256.138000,973.856140,,,,,,
1371,-332.405396,307.605835,986.526001,-334.093323,206.461746,984.780396,-262.389893,256.134369,973.747559,,,,,,
1372,-332.224976,307.607880,986.594299,-333.920288,206.463150,984.856140,-262.244202,256.130066,973.639038,,,,,,
1373,-332.044617,307.609772,986.662476,-333.746948,206.464645,984.931580,-262.098938,256.125122,973.530457,,,,,,
1374,-331.864075,307.611115,986.730774,-333.573090,206.466263,985.006592,-261.953766,256.119781,973.421448,,,,,,
1375,-331.683044,307.611633,986.799377,-333.398468,206.467926,985.081299,-261.808411,256.114319,973.311646,,,,,,
1376,-331.501129,307.611145,986.868347,-333.222778,206.469574,985.155701,-261.662445,256.109009,973.200562,,,,,,
1377,-331.317841,307.609650,986.937622,-333.045624,206.471222,985.229797,-261.515503,256.104065,973.087769,,,,,,
