global time,time(in ms),AccX,AccY,AccZ,GyroX,GyroY,GyroZ,QuatX,QuatY,QuatZ,QuatW
17/07/11 05:04:34:767,534,-0.76904297,0.024169922,0.5727539,-0.032990977,-0.044697456,0.0042569004,0.0146484375,0.44726563,9.765625E-4,0.89404297
17/07/11 05:04:34:773,540,-0.76904297,0.024169922,0.5727539,-0.032990977,-0.044697456,0.0042569004,0.0146484375,0.44726563,9.765625E-4,0.89404297
17/07/11 05:04:34:778,545,-0.76220703,0.024658203,0.57421875,-0.03192675,-0.044697456,0.0042569004,0.0146484375,0.44726563,9.765625E-4,0.89404297
17/07/11 05:04:34:783,550,-0.76171875,0.024902344,0.5739746,-0.032990977,-0.044697456,0.0053211255,0.013671875,0.44726563,4.8828125E-4,0.89404297
17/07/11 05:04:34:788,555,-0.7585449,0.02758789,0.5732422,-0.032990977,-0.04576168,0.0042569004,0.013671875,0.44677734,4.8828125E-4,0.89453125
17/07/11 05:04:34:793,560,-0.7648926,0.023925781,0.56933594,-0.034055203,-0.044697456,0.0053211255,0.013671875,0.44677734,4.8828125E-4,0.89453125
17/07/11 05:04:34:798,565,-0.7648926,0.023925781,0.56933594,-0.034055203,-0.044697456,0.0053211255,0.014160156,0.44628906,9.765625E-4,0.89453125
17/07/11 05:04:34:803,570,-0.76220703,0.02709961,0.56884766,-0.032990977,-0.044697456,0.0042569004,0.014160156,0.44677734,9.765625E-4,0.89453125
17/07/11 05:04:34:808,575,-0.76220703,0.02709961,0.56884766,-0.032990977,-0.044697456,0.0042569004,0.014160156,0.44677734,9.765625E-4,0.89453125
17/07/11 05:04:34:813,580,-0.7648926,0.024169922,0.57177734,-0.032990977,-0.044697456,0.0031926753,0.0146484375,0.44726563,9.765625E-4,0.89404297
17/07/11 05:04:34:818,585,-0.7648926,0.024169922,0.57177734,-0.032990977,-0.044697456,0.0031926753,0.0146484375,0.44726563,9.765625E-4,0.89404297
17/07/11 05:04:34:823,590,-0.7565918,0.02758789,0.5744629,-0.032990977,-0.044697456,0.0042569004,0.013671875,0.44726563,4.8828125E-4,0.89404297
17/07/11 05:04:34:828,595,-0.7565918,0.02758789,0.5744629,-0.032990977,-0.044697456,0.0042569004,0.013671875,0.44726563,4.8828125E-4,0.89404297
17/07/11 05:04:34:833,600,-0.7614746,0.024658203,0.5749512,-0.032990977,-0.044697456,0.0053211255,0.014160156,0.44677734,9.765625E-4,0.89404297
17/07/11 05:04:34:838,605,-0.7614746,0.024658203,0.5749512,-0.032990977,-0.044697456,0.0053211255,0.014160156,0.44677734,9.765625E-4,0.89404297
17/07/11 05:04:34:843,610,-0.7614746,0.024658203,0.5749512,-0.032990977,-0.044697456,0.0053211255,0.014160156,0.44677734,9.765625E-4,0.89404297
17/07/11 05:04:34:848,615,-0.7614746,0.024658203,0.5749512,-0.032990977,-0.044697456,0.0053211255,0.014160156,0.44677734,9.765625E-4,0.89404297
17/07/11 05:04:34:853,620,-0.7614746,0.024658203,0.5749512,-0.032990977,-0.044697456,0.0053211255,0.014160156,0.44677734,9.765625E-4,0.89404297
17/07/11 05:04:34:859,626,-0.7614746,0.024658203,0.5749512,-0.032990977,-0.044697456,0.0053211255,0.014160156,0.44677734,9.765625E-4,0.89404297
17/07/11 05:04:34:863,630,-0.7614746,0.024658203,0.5749512,-0.032990977,-0.044697456,0.0053211255,0.014160156,0.44677734,9.765625E-4,0.89404297
17/07/11 05:04:34:868,635,-0.76416016,0.023925781,0.5739746,-0.032990977,-0.04363323,0.0063853506,0.013671875,0.44628906,4.8828125E-4,0.89453125
17/07/11 05:04:34:886,653,-0.7668457,0.024658203,0.5751953,-0.03192675,-0.04576168,0.0042569004,0.013671875,0.44677734,4.8828125E-4,0.89453125
17/07/11 05:04:34:892,659,-0.7668457,0.02368164,0.57177734,-0.032990977,-0.044697456,0.0042569004,0.014160156,0.44677734,9.765625E-4,0.89404297
17/07/11 05:04:34:897,664,-0.7668457,0.02368164,0.57177734,-0.032990977,-0.044697456,0.0042569004,0.014160156,0.44677734,9.765625E-4,0.89404297
17/07/11 05:04:34:902,669,-0.7668457,0.02368164,0.57177734,-0.032990977,-0.044697456,0.0042569004,0.014160156,0.44677734,9.765625E-4,0.89404297
17/07/11 05:04:34:907,674,-0.7668457,0.02368164,0.57177734,-0.032990977,-0.044697456,0.0042569004,0.014160156,0.44677734,9.765625E-4,0.89404297
17/07/11 05:04:34:912,679,-0.7668457,0.02368164,0.57177734,-0.032990977,-0.044697456,0.0042569004,0.014160156,0.44677734,9.765625E-4,0.89404297
17/07/11 05:04:34:917,684,-0.7668457,0.02368164,0.57177734,-0.032990977,-0.044697456,0.0042569004,0.014160156,0.44677734,9.765625E-4,0.89404297
17/07/11 05:04:34:925,692,-0.7668457,0.02368164,0.57177734,-0.032990977,-0.044697456,0.0042569004,0.014160156,0.44677734,9.765625E-4,0.89404297
17/07/11 05:04:34:931,698,-0.7609863,0.025390625,0.5732422,-0.034055203,-0.044697456,0.0053211255,0.0146484375,0.4477539,9.765625E-4,0.89404297
17/07/11 05:04:34:936,703,-0.76660156,0.025878906,0.5703125,-0.032990977,-0.04363323,0.0053211255,0.014160156,0.44677734,9.765625E-4,0.89453125
17/07/11 05:04:34:941,708,-0.76342773,0.026611328,0.5695801,-0.03192675,-0.04576168,0.0042569004,0.014160156,0.44726563,9.765625E-4,0.89404297
17/07/11 05:04:34:947,714,-0.76342773,0.026611328,0.5695801,-0.03192675,-0.04576168,0.0042569004,0.014160156,0.44726563,9.765625E-4,0.89404297
17/07/11 05:04:34:952,719,-0.76342773,0.026611328,0.5695801,-0.03192675,-0.04576168,0.0042569004,0.014160156,0.44726563,9.765625E-4,0.89404297
17/07/11 05:04:34:957,724,-0.76538086,0.029541016,0.57299805,-0.03192675,-0.044697456,0.0053211255,0.0146484375,0.4477539,9.765625E-4,0.89404297
17/07/11 05:04:34:962,729,-0.76538086,0.029541016,0.57299805,-0.03192675,-0.044697456,0.0053211255,0.0146484375,0.4477539,9.765625E-4,0.89404297
17/07/11 05:04:34:967,734,-0.76123047,0.025634766,0.57128906,-0.032990977,-0.044697456,0.0042569004,0.015136719,0.44726563,0.0014648438,0.89404297
17/07/11 05:04:34:972,739,-0.76123047,0.025634766,0.57128906,-0.032990977,-0.044697456,0.0042569004,0.015136719,0.44726563,0.0014648438,0.89404297
17/07/11 05:04:34:977,744,-0.7609863,0.025146484,0.5661621,-0.032990977,-0.044697456,0.0053211255,0.0146484375,0.44726563,9.765625E-4,0.89404297
17/07/11 05:04:34:982,749,-0.7609863,0.025146484,0.5661621,-0.032990977,-0.044697456,0.0053211255,0.0146484375,0.44726563,9.765625E-4,0.89404297
17/07/11 05:04:34:987,754,-0.7685547,0.028076172,0.56884766,-0.034055203,-0.04363323,0.0063853506,0.0146484375,0.4477539,9.765625E-4,0.89404297
17/07/11 05:04:34:992,759,-0.7685547,0.028076172,0.56884766,-0.034055203,-0.04363323,0.0063853506,0.0146484375,0.4477539,9.765625E-4,0.89404297
17/07/11 05:04:34:997,764,-0.765625,0.02709961,0.5734863,-0.032990977,-0.04363323,0.0053211255,0.0146484375,0.4482422,9.765625E-4,0.8935547
17/07/11 05:04:35:002,769,-0.765625,0.02709961,0.5734863,-0.032990977,-0.04363323,0.0053211255,0.0146484375,0.4482422,9.765625E-4,0.8935547
17/07/11 05:04:35:007,774,-0.75756836,0.025878906,0.56933594,-0.032990977,-0.04576168,0.0053211255,0.0146484375,0.4477539,9.765625E-4,0.89404297
